t,x,z,theta,xdot,zdot,thetadot,TWR,delta
32.325,6.319398794,4.466462103,0.003757917993,-0.4841316526,-2.83782338,-0.0004778962006,1.020788489,-0.0007505458599
32.326,6.318914662,4.46362428,0.003757440097,-0.484101537,-2.83761949,-0.0004777458822,1.020787,-0.0007503474531
32.327,6.31843056,4.46078666,0.003756962351,-0.4840714242,-2.837415615,-0.0004775956039,1.020785511,-0.0007501490648
32.328,6.317946489,4.457949245,0.003756484755,-0.4840413143,-2.837211754,-0.0004774453654,1.020784023,-0.0007499506951
32.329,6.317462448,4.455112033,0.00375600731,-0.4840112073,-2.837007908,-0.000477295167,1.020782534,-0.0007497523439
32.33,6.316978436,4.452275025,0.003755530015,-0.4839811031,-2.836804077,-0.0004771450084,1.020781046,-0.0007495540112
32.331,6.316494455,4.449438221,0.00375505287,-0.4839510017,-2.83660026,-0.0004769948898,1.020779558,-0.0007493556972
32.332,6.316010504,4.446601621,0.003754575875,-0.4839209031,-2.836396458,-0.0004768448112,1.020778069,-0.0007491574017
32.333,6.315526583,4.443765224,0.00375409903,-0.4838908074,-2.83619267,-0.0004766947724,1.020776581,-0.0007489591248
32.334,6.315042693,4.440929031,0.003753622335,-0.4838607145,-2.835988897,-0.0004765447736,1.020775093,-0.0007487608664
32.335,6.314558832,4.438093043,0.00375314579,-0.4838306245,-2.835785139,-0.0004763948148,1.020773606,-0.0007485626267
32.336,6.314075001,4.435257257,0.003752669396,-0.4838005373,-2.835581395,-0.0004762448958,1.020772118,-0.0007483644056
32.337,6.313591201,4.432421676,0.003752193151,-0.4837704529,-2.835377666,-0.0004760950168,1.02077063,-0.0007481662032
32.338,6.31310743,4.429586298,0.003751717056,-0.4837403713,-2.835173951,-0.0004759451777,1.020769143,-0.0007479680193
32.339,6.31262369,4.426751124,0.003751241111,-0.4837102926,-2.834970251,-0.0004757953785,1.020767655,-0.0007477698541
32.34,6.31213998,4.423916154,0.003750765315,-0.4836802167,-2.834766565,-0.0004756456192,1.020766168,-0.0007475717076
32.341,6.311656299,4.421081388,0.00375028967,-0.4836501436,-2.834562894,-0.0004754958998,1.020764681,-0.0007473735798
32.342,6.311172649,4.418246825,0.003749814174,-0.4836200733,-2.834359238,-0.0004753462202,1.020763193,-0.0007471754706
32.343,6.310689029,4.415412465,0.003749338827,-0.4835900059,-2.834155596,-0.0004751965806,1.020761706,-0.0007469773801
32.344,6.310205439,4.41257831,0.003748863631,-0.4835599413,-2.833951969,-0.0004750469809,1.020760219,-0.0007467793083
32.345,6.309721879,4.409744358,0.003748388584,-0.4835298795,-2.833748356,-0.0004748974211,1.020758733,-0.0007465812552
32.346,6.309238349,4.406910609,0.003747913686,-0.4834998205,-2.833544758,-0.0004747479011,1.020757246,-0.0007463832208
32.347,6.30875485,4.404077065,0.003747438939,-0.4834697643,-2.833341175,-0.0004745984211,1.020755759,-0.0007461852051
32.348,6.30827138,4.401243724,0.00374696434,-0.483439711,-2.833137606,-0.0004744489809,1.020754273,-0.0007459872082
32.349,6.30778794,4.398410586,0.003746489891,-0.4834096605,-2.832934052,-0.0004742995805,1.020752786,-0.0007457892301
32.35,6.30730453,4.395577652,0.003746015592,-0.4833796127,-2.832730512,-0.0004741502201,1.0207513,-0.0007455912706
32.351,6.306821151,4.392744921,0.003745541441,-0.4833495678,-2.832526987,-0.0004740008995,1.020749814,-0.00074539333
32.352,6.306337801,4.389912394,0.00374506744,-0.4833195257,-2.832323476,-0.0004738516187,1.020748328,-0.0007451954081
32.353,6.305854482,4.387080071,0.003744593589,-0.4832894864,-2.83211998,-0.0004737023778,1.020746842,-0.000744997505
32.354,6.305371192,4.384247951,0.003744119886,-0.4832594499,-2.831916499,-0.0004735531768,1.020745356,-0.0007447996207
32.355,6.304887933,4.381416034,0.003743646333,-0.4832294162,-2.831713032,-0.0004734040156,1.02074387,-0.0007446017552
32.356,6.304404703,4.378584321,0.003743172929,-0.4831993854,-2.831509579,-0.0004732548943,1.020742385,-0.0007444039086
32.357,6.303921504,4.375752812,0.003742699674,-0.4831693573,-2.831306142,-0.0004731058128,1.020740899,-0.0007442060807
32.358,6.303438335,4.372921506,0.003742226569,-0.483139332,-2.831102718,-0.0004729567711,1.020739414,-0.0007440082717
32.359,6.302955195,4.370090403,0.003741753612,-0.4831093095,-2.83089931,-0.0004728077693,1.020737928,-0.0007438104815
32.36,6.302472086,4.367259504,0.003741280804,-0.4830792899,-2.830695916,-0.0004726588073,1.020736443,-0.0007436127102
32.361,6.301989007,4.364428808,0.003740808145,-0.483049273,-2.830492536,-0.0004725098851,1.020734958,-0.0007434149578
32.362,6.301505957,4.361598315,0.003740335635,-0.4830192589,-2.830289171,-0.0004723610027,1.020733473,-0.0007432172242
32.363,6.301022938,4.358768026,0.003739863274,-0.4829892476,-2.830085821,-0.0004722121602,1.020731988,-0.0007430195095
32.364,6.300539949,4.35593794,0.003739391062,-0.4829592391,-2.829882485,-0.0004720633575,1.020730503,-0.0007428218137
32.365,6.30005699,4.353108058,0.003738918999,-0.4829292334,-2.829679164,-0.0004719145945,1.020729018,-0.0007426241368
32.366,6.29957406,4.350278379,0.003738447084,-0.4828992305,-2.829475857,-0.0004717658714,1.020727534,-0.0007424264788
32.367,6.299091161,4.347448903,0.003737975318,-0.4828692304,-2.829272565,-0.0004716171881,1.020726049,-0.0007422288397
32.368,6.298608292,4.34461963,0.003737503701,-0.4828392331,-2.829069287,-0.0004714685446,1.020724565,-0.0007420312196
32.369,6.298125453,4.341790561,0.003737032233,-0.4828092385,-2.828866024,-0.0004713199409,1.020723081,-0.0007418336184
32.37,6.297642643,4.338961695,0.003736560913,-0.4827792468,-2.828662776,-0.0004711713769,1.020721596,-0.0007416360362
32.371,6.297159864,4.336133032,0.003736089741,-0.4827492578,-2.828459542,-0.0004710228528,1.020720112,-0.0007414384729
32.372,6.296677115,4.333304573,0.003735618718,-0.4827192716,-2.828256322,-0.0004708743684,1.020718628,-0.0007412409286
32.373,6.296194396,4.330476316,0.003735147844,-0.4826892882,-2.828053117,-0.0004707259238,1.020717144,-0.0007410434033
32.374,6.295711706,4.327648263,0.003734677118,-0.4826593076,-2.827849927,-0.000470577519,1.020715661,-0.0007408458969
32.375,6.295229047,4.324820413,0.003734206541,-0.4826293297,-2.827646751,-0.0004704291539,1.020714177,-0.0007406484096
32.376,6.294746418,4.321992766,0.003733736111,-0.4825993546,-2.82744359,-0.0004702808286,1.020712693,-0.0007404509413
32.377,6.294263818,4.319165323,0.003733265831,-0.4825693823,-2.827240444,-0.0004701325431,1.02071121,-0.000740253492
32.378,6.293781249,4.316338082,0.003732795698,-0.4825394128,-2.827037311,-0.0004699842973,1.020709727,-0.0007400560617
32.379,6.29329871,4.313511045,0.003732325714,-0.4825094461,-2.826834194,-0.0004698360913,1.020708243,-0.0007398586505
32.38,6.2928162,4.310684211,0.003731855878,-0.4824794821,-2.826631091,-0.000469687925,1.02070676,-0.0007396612583
32.381,6.292333721,4.30785758,0.00373138619,-0.4824495209,-2.826428002,-0.0004695397985,1.020705277,-0.0007394638852
32.382,6.291851271,4.305031152,0.00373091665,-0.4824195625,-2.826224928,-0.0004693917117,1.020703794,-0.0007392665311
32.383,6.291368852,4.302204927,0.003730447258,-0.4823896068,-2.826021869,-0.0004692436647,1.020702311,-0.0007390691962
32.384,6.290886462,4.299378905,0.003729978015,-0.4823596539,-2.825818824,-0.0004690956574,1.020700829,-0.0007388718803
32.385,6.290404102,4.296553086,0.003729508919,-0.4823297038,-2.825615794,-0.0004689476898,1.020699346,-0.0007386745835
32.386,6.289921773,4.29372747,0.003729039971,-0.4822997564,-2.825412778,-0.000468799762,1.020697863,-0.0007384773058
32.387,6.289439473,4.290902058,0.003728571171,-0.4822698118,-2.825209777,-0.0004686518738,1.020696381,-0.0007382800473
32.388,6.288957203,4.288076848,0.00372810252,-0.48223987,-2.82500679,-0.0004685040254,1.020694899,-0.0007380828078
32.389,6.288474963,4.285251841,0.003727634016,-0.4822099309,-2.824803818,-0.0004683562167,1.020693417,-0.0007378855875
32.39,6.287992753,4.282427037,0.003727165659,-0.4821799946,-2.82460086,-0.0004682084477,1.020691934,-0.0007376883864
32.391,6.287510573,4.279602436,0.003726697451,-0.4821500611,-2.824397917,-0.0004680607184,1.020690452,-0.0007374912044
32.392,6.287028423,4.276778038,0.00372622939,-0.4821201303,-2.824194988,-0.0004679130288,1.020688971,-0.0007372940415
32.393,6.286546303,4.273953843,0.003725761477,-0.4820902022,-2.823992074,-0.000467765379,1.020687489,-0.0007370968979
32.394,6.286064213,4.271129851,0.003725293712,-0.4820602769,-2.823789175,-0.0004676177688,1.020686007,-0.0007368997734
32.395,6.285582153,4.268306062,0.003724826094,-0.4820303544,-2.82358629,-0.0004674701983,1.020684526,-0.0007367026681
32.396,6.285100122,4.265482476,0.003724358624,-0.4820004346,-2.823383419,-0.0004673226675,1.020683044,-0.0007365055821
32.397,6.284618122,4.262659092,0.003723891301,-0.4819705176,-2.823180563,-0.0004671751763,1.020681563,-0.0007363085152
32.398,6.284136151,4.259835912,0.003723424126,-0.4819406033,-2.822977722,-0.0004670277249,1.020680081,-0.0007361114676
32.399,6.283654211,4.257012934,0.003722957098,-0.4819106918,-2.822774895,-0.0004668803131,1.0206786,-0.0007359144392
32.4,6.2831723,4.254190159,0.003722490218,-0.481880783,-2.822572082,-0.000466732941,1.020677119,-0.00073571743
32.401,6.282690419,4.251367587,0.003722023485,-0.481850877,-2.822369285,-0.0004665856085,1.020675638,-0.0007355204401
32.402,6.282208568,4.248545218,0.003721556899,-0.4818209737,-2.822166501,-0.0004664383158,1.020674157,-0.0007353234695
32.403,6.281726747,4.245723051,0.003721090461,-0.4817910731,-2.821963732,-0.0004662910626,1.020672677,-0.0007351265181
32.404,6.281244956,4.242901088,0.00372062417,-0.4817611753,-2.821760978,-0.0004661438492,1.020671196,-0.000734929586
32.405,6.280763195,4.240079327,0.003720158026,-0.4817312802,-2.821558238,-0.0004659966754,1.020669716,-0.0007347326732
32.406,6.280281464,4.237257768,0.00371969203,-0.4817013879,-2.821355513,-0.0004658495412,1.020668235,-0.0007345357797
32.407,6.279799762,4.234436413,0.00371922618,-0.4816714983,-2.821152802,-0.0004657024467,1.020666755,-0.0007343389055
32.408,6.279318091,4.23161526,0.003718760478,-0.4816416114,-2.820950106,-0.0004655553918,1.020665275,-0.0007341420507
32.409,6.278836449,4.22879431,0.003718294922,-0.4816117273,-2.820747424,-0.0004654083765,1.020663795,-0.0007339452151
32.41,6.278354838,4.225973563,0.003717829514,-0.4815818459,-2.820544757,-0.0004652614009,1.020662314,-0.0007337483989
32.411,6.277873256,4.223153018,0.003717364252,-0.4815519673,-2.820342104,-0.0004651144649,1.020660835,-0.0007335516021
32.412,6.277391704,4.220332676,0.003716899138,-0.4815220913,-2.820139466,-0.0004649675685,1.020659355,-0.0007333548246
32.413,6.276910182,4.217512536,0.00371643417,-0.4814922181,-2.819936842,-0.0004648207118,1.020657875,-0.0007331580664
32.414,6.276428689,4.214692599,0.00371596935,-0.4814623477,-2.819734233,-0.0004646738946,1.020656396,-0.0007329613277
32.415,6.275947227,4.211872865,0.003715504676,-0.4814324799,-2.819531638,-0.0004645271171,1.020654916,-0.0007327646083
32.416,6.275465795,4.209053334,0.003715040149,-0.4814026149,-2.819329058,-0.0004643803792,1.020653437,-0.0007325679083
32.417,6.274984392,4.206234005,0.003714575768,-0.4813727526,-2.819126493,-0.0004642336808,1.020651957,-0.0007323712278
32.418,6.274503019,4.203414878,0.003714111535,-0.4813428931,-2.818923941,-0.0004640870221,1.020650478,-0.0007321745666
32.419,6.274021676,4.200595954,0.003713647448,-0.4813130362,-2.818721405,-0.000463940403,1.020648999,-0.0007319779249
32.42,6.273540363,4.197777233,0.003713183507,-0.4812831821,-2.818518883,-0.0004637938234,1.02064752,-0.0007317813026
32.421,6.27305908,4.194958714,0.003712719713,-0.4812533307,-2.818316375,-0.0004636472835,1.020646041,-0.0007315846998
32.422,6.272577827,4.192140397,0.003712256066,-0.481223482,-2.818113882,-0.0004635007831,1.020644563,-0.0007313881164
32.423,6.272096603,4.189322284,0.003711792565,-0.4811936361,-2.817911403,-0.0004633543223,1.020643084,-0.0007311915524
32.424,6.27161541,4.186504372,0.003711329211,-0.4811637928,-2.817708939,-0.0004632079011,1.020641605,-0.000730995008
32.425,6.271134246,4.183686663,0.003710866003,-0.4811339523,-2.817506489,-0.0004630615194,1.020640127,-0.000730798483
32.426,6.270653112,4.180869157,0.003710402941,-0.4811041145,-2.817304054,-0.0004629151773,1.020638649,-0.0007306019775
32.427,6.270172008,4.178051853,0.003709940026,-0.4810742794,-2.817101633,-0.0004627688748,1.02063717,-0.0007304054915
32.428,6.269690934,4.175234751,0.003709477257,-0.481044447,-2.816899227,-0.0004626226118,1.020635692,-0.000730209025
32.429,6.269209889,4.172417852,0.003709014635,-0.4810146173,-2.816696835,-0.0004624763884,1.020634214,-0.0007300125781
32.43,6.268728875,4.169601155,0.003708552158,-0.4809847903,-2.816494458,-0.0004623302046,1.020632736,-0.0007298161506
32.431,6.26824789,4.16678466,0.003708089828,-0.480954966,-2.816292095,-0.0004621840603,1.020631259,-0.0007296197427
32.432,6.267766935,4.163968368,0.003707627644,-0.4809251444,-2.816089747,-0.0004620379555,1.020629781,-0.0007294233544
32.433,6.26728601,4.161152279,0.003707165606,-0.4808953256,-2.815887413,-0.0004618918902,1.020628303,-0.0007292269856
32.434,6.266805114,4.158336391,0.003706703714,-0.4808655094,-2.815685094,-0.0004617458645,1.020626826,-0.0007290306364
32.435,6.266324249,4.155520706,0.003706241968,-0.480835696,-2.815482789,-0.0004615998784,1.020625348,-0.0007288343067
32.436,6.265843413,4.152705223,0.003705780369,-0.4808058852,-2.815280499,-0.0004614539317,1.020623871,-0.0007286379967
32.437,6.265362607,4.149889943,0.003705318915,-0.4807760771,-2.815078223,-0.0004613080246,1.020622394,-0.0007284417062
32.438,6.264881831,4.147074865,0.003704857607,-0.4807462718,-2.814875962,-0.000461162157,1.020620917,-0.0007282454353
32.439,6.264401085,4.144259989,0.003704396444,-0.4807164691,-2.814673715,-0.0004610163289,1.02061944,-0.0007280491841
32.44,6.263920368,4.141445315,0.003703935428,-0.4806866691,-2.814471483,-0.0004608705403,1.020617963,-0.0007278529525
32.441,6.263439682,4.138630843,0.003703474558,-0.4806568719,-2.814269265,-0.0004607247912,1.020616486,-0.0007276567405
32.442,6.262959025,4.135816574,0.003703013833,-0.4806270773,-2.814067062,-0.0004605790817,1.02061501,-0.0007274605481
32.443,6.262478398,4.133002507,0.003702553254,-0.4805972854,-2.813864873,-0.0004604334116,1.020613533,-0.0007272643754
32.444,6.2619978,4.130188642,0.00370209282,-0.4805674962,-2.813662698,-0.000460287781,1.020612057,-0.0007270682224
32.445,6.261517233,4.12737498,0.003701632533,-0.4805377097,-2.813460538,-0.0004601421899,1.02061058,-0.000726872089
32.446,6.261036695,4.124561519,0.00370117239,-0.4805079259,-2.813258393,-0.0004599966383,1.020609104,-0.0007266759753
32.447,6.260556187,4.121748261,0.003700712394,-0.4804781447,-2.813056262,-0.0004598511261,1.020607628,-0.0007264798813
32.448,6.260075709,4.118935204,0.003700252543,-0.4804483663,-2.812854145,-0.0004597056535,1.020606152,-0.000726283807
32.449,6.259595261,4.11612235,0.003699792837,-0.4804185905,-2.812652043,-0.0004595602203,1.020604676,-0.0007260877524
32.45,6.259114842,4.113309698,0.003699333277,-0.4803888174,-2.812449955,-0.0004594148266,1.0206032,-0.0007258917175
32.451,6.258634453,4.110497248,0.003698873862,-0.480359047,-2.812247882,-0.0004592694723,1.020601724,-0.0007256957023
32.452,6.258154094,4.107685,0.003698414592,-0.4803292793,-2.812045824,-0.0004591241576,1.020600249,-0.0007254997069
32.453,6.257673765,4.104872955,0.003697955468,-0.4802995143,-2.81184378,-0.0004589788822,1.020598773,-0.0007253037312
32.454,6.257193466,4.102061111,0.003697496489,-0.4802697519,-2.81164175,-0.0004588336463,1.020597298,-0.0007251077753
32.455,6.256713196,4.099249469,0.003697037656,-0.4802399922,-2.811439735,-0.0004586884499,1.020595822,-0.0007249118392
32.456,6.256232956,4.096438029,0.003696578967,-0.4802102352,-2.811237734,-0.0004585432929,1.020594347,-0.0007247159228
32.457,6.255752746,4.093626792,0.003696120424,-0.4801804809,-2.811035747,-0.0004583981754,1.020592872,-0.0007245200262
32.458,6.255272565,4.090815756,0.003695662026,-0.4801507292,-2.810833776,-0.0004582530973,1.020591397,-0.0007243241493
32.459,6.254792414,4.088004922,0.003695203773,-0.4801209802,-2.810631818,-0.0004581080586,1.020589922,-0.0007241282923
32.46,6.254312293,4.08519429,0.003694745665,-0.4800912339,-2.810429875,-0.0004579630593,1.020588447,-0.0007239324551
32.461,6.253832202,4.08238386,0.003694287702,-0.4800614902,-2.810227947,-0.0004578180995,1.020586973,-0.0007237366377
32.462,6.253352141,4.079573632,0.003693829883,-0.4800317492,-2.810026033,-0.0004576731791,1.020585498,-0.0007235408402
32.463,6.252872109,4.076763606,0.00369337221,-0.4800020109,-2.809824133,-0.0004575282981,1.020584024,-0.0007233450625
32.464,6.252392107,4.073953782,0.003692914682,-0.4799722752,-2.809622248,-0.0004573834565,1.020582549,-0.0007231493046
32.465,6.251912135,4.07114416,0.003692457299,-0.4799425423,-2.809420377,-0.0004572386544,1.020581075,-0.0007229535666
32.466,6.251432192,4.06833474,0.00369200006,-0.4799128119,-2.809218521,-0.0004570938916,1.020579601,-0.0007227578484
32.467,6.250952279,4.065525521,0.003691542966,-0.4798830843,-2.809016679,-0.0004569491682,1.020578127,-0.0007225621501
32.468,6.250472396,4.062716504,0.003691086017,-0.4798533592,-2.808814852,-0.0004568044843,1.020576653,-0.0007223664717
32.469,6.249992543,4.05990769,0.003690629212,-0.4798236369,-2.808613039,-0.0004566598397,1.020575179,-0.0007221708132
32.47,6.249512719,4.057099076,0.003690172552,-0.4797939172,-2.808411241,-0.0004565152345,1.020573705,-0.0007219751746
32.471,6.249032925,4.054290665,0.003689716037,-0.4797642002,-2.808209457,-0.0004563706687,1.020572232,-0.0007217795559
32.472,6.248553161,4.051482456,0.003689259667,-0.4797344858,-2.808007687,-0.0004562261422,1.020570758,-0.0007215839572
32.473,6.248073427,4.048674448,0.00368880344,-0.479704774,-2.807805932,-0.0004560816552,1.020569285,-0.0007213883783
32.474,6.247593722,4.045866642,0.003688347359,-0.479675065,-2.807604192,-0.0004559372075,1.020567811,-0.0007211928194
32.475,6.247114047,4.043059038,0.003687891422,-0.4796453585,-2.807402466,-0.0004557927992,1.020566338,-0.0007209972805
32.476,6.246634401,4.040251636,0.003687435629,-0.4796156548,-2.807200754,-0.0004556484302,1.020564865,-0.0007208017615
32.477,6.246154786,4.037444435,0.00368697998,-0.4795859536,-2.806999057,-0.0004555041006,1.020563392,-0.0007206062625
32.478,6.2456752,4.034637436,0.003686524476,-0.4795562552,-2.806797374,-0.0004553598103,1.020561919,-0.0007204107834
32.479,6.245195644,4.031830638,0.003686069116,-0.4795265593,-2.806595705,-0.0004552155594,1.020560446,-0.0007202153244
32.48,6.244716117,4.029024043,0.003685613901,-0.4794968661,-2.806394051,-0.0004550713479,1.020558974,-0.0007200198853
32.481,6.24423662,4.026217649,0.00368515883,-0.4794671756,-2.806192412,-0.0004549271757,1.020557501,-0.0007198244662
32.482,6.243757153,4.023411456,0.003684703902,-0.4794374877,-2.805990787,-0.0004547830428,1.020556029,-0.0007196290672
32.483,6.243277715,4.020605465,0.003684249119,-0.4794078024,-2.805789176,-0.0004546389493,1.020554556,-0.0007194336881
32.484,6.242798308,4.017799676,0.00368379448,-0.4793781198,-2.80558758,-0.000454494895,1.020553084,-0.0007192383291
32.485,6.24231893,4.014994089,0.003683339985,-0.4793484398,-2.805385998,-0.0004543508802,1.020551612,-0.0007190429902
32.486,6.241839581,4.012188703,0.003682885635,-0.4793187625,-2.805184431,-0.0004542069046,1.02055014,-0.0007188476713
32.487,6.241360262,4.009383518,0.003682431428,-0.4792890878,-2.804982878,-0.0004540629683,1.020548668,-0.0007186523724
32.488,6.240880973,4.006578535,0.003681977365,-0.4792594157,-2.80478134,-0.0004539190714,1.020547196,-0.0007184570936
32.489,6.240401714,4.003773754,0.003681523446,-0.4792297462,-2.804579816,-0.0004537752138,1.020545724,-0.0007182618349
32.49,6.239922484,4.000969174,0.00368106967,-0.4792000794,-2.804378306,-0.0004536313955,1.020544252,-0.0007180665963
32.491,6.239443284,3.998164796,0.003680616039,-0.4791704153,-2.804176811,-0.0004534876164,1.020542781,-0.0007178713778
32.492,6.238964114,3.995360619,0.003680162551,-0.4791407537,-2.80397533,-0.0004533438767,1.020541309,-0.0007176761794
32.493,6.238484973,3.992556644,0.003679709208,-0.4791110948,-2.803773864,-0.0004532001763,1.020539838,-0.000717481001
32.494,6.238005862,3.98975287,0.003679256007,-0.4790814385,-2.803572412,-0.0004530565151,1.020538367,-0.0007172858429
32.495,6.23752678,3.986949297,0.003678802951,-0.4790517848,-2.803370974,-0.0004529128933,1.020536896,-0.0007170907048
32.496,6.237047729,3.984145926,0.003678350038,-0.4790221338,-2.803169551,-0.0004527693107,1.020535425,-0.0007168955869
32.497,6.236568706,3.981342757,0.003677897269,-0.4789924854,-2.802968143,-0.0004526257674,1.020533954,-0.0007167004891
32.498,6.236089714,3.978539789,0.003677444643,-0.4789628396,-2.802766749,-0.0004524822633,1.020532483,-0.0007165054115
32.499,6.235610751,3.975737022,0.003676992161,-0.4789331964,-2.802565369,-0.0004523387985,1.020531012,-0.0007163103541
32.5,6.235131818,3.972934457,0.003676539822,-0.4789035559,-2.802364003,-0.000452195373,1.020529542,-0.0007161153168
32.501,6.234652914,3.970132093,0.003676087626,-0.4788739179,-2.802162652,-0.0004520519868,1.020528071,-0.0007159202997
32.502,6.23417404,3.96732993,0.003675635574,-0.4788442826,-2.801961316,-0.0004519086398,1.020526601,-0.0007157253029
32.503,6.233695196,3.964527969,0.003675183666,-0.4788146499,-2.801759994,-0.000451765332,1.02052513,-0.0007155303262
32.504,6.233216381,3.961726209,0.0036747319,-0.4787850198,-2.801558686,-0.0004516220635,1.02052366,-0.0007153353697
32.505,6.232737596,3.95892465,0.003674280278,-0.4787553923,-2.801357393,-0.0004514788343,1.02052219,-0.0007151404335
32.506,6.232258841,3.956123293,0.0036738288,-0.4787257675,-2.801156114,-0.0004513356443,1.02052072,-0.0007149455175
32.507,6.231780115,3.953322136,0.003673377464,-0.4786961452,-2.80095485,-0.0004511924935,1.02051925,-0.0007147506217
32.508,6.231301419,3.950521182,0.003672926271,-0.4786665256,-2.8007536,-0.0004510493819,1.02051778,-0.0007145557462
32.509,6.230822753,3.947720428,0.003672475222,-0.4786369086,-2.800552364,-0.0004509063096,1.020516311,-0.0007143608909
32.51,6.230344116,3.944919876,0.003672024316,-0.4786072941,-2.800351143,-0.0004507632765,1.020514841,-0.0007141660559
32.511,6.229865508,3.942119525,0.003671573552,-0.4785776823,-2.800149936,-0.0004506202826,1.020513372,-0.0007139712412
32.512,6.229386931,3.939319375,0.003671122932,-0.4785480731,-2.799948744,-0.0004504773279,1.020511902,-0.0007137764468
32.513,6.228908383,3.936519426,0.003670672455,-0.4785184665,-2.799747566,-0.0004503344124,1.020510433,-0.0007135816727
32.514,6.228429864,3.933719678,0.00367022212,-0.4784888625,-2.799546402,-0.0004501915362,1.020508964,-0.0007133869188
32.515,6.227951375,3.930920132,0.003669771929,-0.4784592611,-2.799345253,-0.0004500486991,1.020507495,-0.0007131921853
32.516,6.227472916,3.928120787,0.00366932188,-0.4784296623,-2.799144118,-0.0004499059012,1.020506026,-0.0007129974721
32.517,6.226994486,3.925321643,0.003668871974,-0.4784000661,-2.798942998,-0.0004497631425,1.020504557,-0.0007128027792
32.518,6.226516086,3.9225227,0.003668422211,-0.4783704725,-2.798741892,-0.000449620423,1.020503088,-0.0007126081067
32.519,6.226037716,3.919723958,0.003667972591,-0.4783408815,-2.7985408,-0.0004494777427,1.020501619,-0.0007124134545
32.52,6.225559375,3.916925417,0.003667523113,-0.478311293,-2.798339723,-0.0004493351016,1.020500151,-0.0007122188227
32.521,6.225081064,3.914127077,0.003667073778,-0.4782817072,-2.79813866,-0.0004491924996,1.020498682,-0.0007120242113
32.522,6.224602782,3.911328938,0.003666624585,-0.478252124,-2.797937612,-0.0004490499368,1.020497214,-0.0007118296202
32.523,6.22412453,3.908531001,0.003666175535,-0.4782225434,-2.797736578,-0.0004489074132,1.020495746,-0.0007116350495
32.524,6.223646307,3.905733264,0.003665726628,-0.4781929653,-2.797535558,-0.0004487649288,1.020494278,-0.0007114404992
32.525,6.223168114,3.902935729,0.003665277863,-0.4781633898,-2.797334553,-0.0004486224835,1.02049281,-0.0007112459693
32.526,6.222689951,3.900138394,0.003664829241,-0.478133817,-2.797133562,-0.0004484800773,1.020491342,-0.0007110514598
32.527,6.222211817,3.897341261,0.003664380761,-0.4781042467,-2.796932586,-0.0004483377103,1.020489874,-0.0007108569707
32.528,6.221733713,3.894544328,0.003663932423,-0.478074679,-2.796731624,-0.0004481953825,1.020488406,-0.0007106625021
32.529,6.221255638,3.891747596,0.003663484227,-0.4780451139,-2.796530676,-0.0004480530938,1.020486939,-0.0007104680539
32.53,6.220777593,3.888951066,0.003663036174,-0.4780155513,-2.796329743,-0.0004479108442,1.020485471,-0.0007102736261
32.531,6.220299578,3.886154736,0.003662588264,-0.4779859914,-2.796128824,-0.0004477686337,1.020484004,-0.0007100792189
32.532,6.219821592,3.883358607,0.003662140495,-0.477956434,-2.79592792,-0.0004476264624,1.020482537,-0.000709884832
32.533,6.219343635,3.880562679,0.003661692868,-0.4779268792,-2.79572703,-0.0004474843302,1.020481069,-0.0007096904657
32.534,6.218865708,3.877766952,0.003661245384,-0.477897327,-2.795526154,-0.0004473422372,1.020479602,-0.0007094961198
32.535,6.218387811,3.874971426,0.003660798042,-0.4778677774,-2.795325293,-0.0004472001832,1.020478135,-0.0007093017944
32.536,6.217909943,3.872176101,0.003660350842,-0.4778382303,-2.795124446,-0.0004470581684,1.020476668,-0.0007091074895
32.537,6.217432105,3.869380976,0.003659903784,-0.4778086858,-2.794923613,-0.0004469161927,1.020475202,-0.0007089132051
32.538,6.216954296,3.866586053,0.003659456867,-0.4777791439,-2.794722795,-0.000446774256,1.020473735,-0.0007087189413
32.539,6.216476517,3.86379133,0.003659010093,-0.4777496046,-2.794521992,-0.0004466323585,1.020472268,-0.000708524698
32.54,6.215998767,3.860996808,0.003658563461,-0.4777200678,-2.794321202,-0.0004464905001,1.020470802,-0.0007083304752
32.541,6.215521047,3.858202487,0.00365811697,-0.4776905336,-2.794120427,-0.0004463486807,1.020469336,-0.0007081362729
32.542,6.215043357,3.855408366,0.003657670622,-0.4776610019,-2.793919667,-0.0004462069005,1.020467869,-0.0007079420912
32.543,6.214565696,3.852614447,0.003657224415,-0.4776314729,-2.79371892,-0.0004460651593,1.020466403,-0.0007077479301
32.544,6.214088064,3.849820728,0.003656778349,-0.4776019464,-2.793518188,-0.0004459234572,1.020464937,-0.0007075537895
32.545,6.213610462,3.847027209,0.003656332426,-0.4775724224,-2.793317471,-0.0004457817942,1.020463471,-0.0007073596696
32.546,6.21313289,3.844233892,0.003655886644,-0.477542901,-2.793116768,-0.0004456401702,1.020462005,-0.0007071655702
32.547,6.212655347,3.841440775,0.003655441004,-0.4775133822,-2.792916079,-0.0004454985853,1.020460539,-0.0007069714914
32.548,6.212177834,3.838647859,0.003654995505,-0.477483866,-2.792715405,-0.0004453570395,1.020459074,-0.0007067774332
32.549,6.21170035,3.835855144,0.003654550148,-0.4774543523,-2.792514745,-0.0004452155327,1.020457608,-0.0007065833956
32.55,6.211222896,3.833062629,0.003654104933,-0.4774248412,-2.792314099,-0.000445074065,1.020456143,-0.0007063893787
